calories,total_fat,cholesterol,protein,carbohydrate,fiber,sugars,vitamin_a,vitamin_b6,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,iron,magnesium,potassium,zinc,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,vegetarian,halal,fat_ratio,fiber_to_carb_ratio,Outlier,KMeans_Cluster_14
0.9108860342376982,-0.6611004235657405,-0.3299728567539149,-1.0527648073521718,2.536175329467948,-0.2670623894524138,-0.4925090408030371,-0.1830599920087928,-0.5587585229401815,-0.2813225773439214,-0.1273454020315774,-0.1177708240164904,-0.2322492395526117,-0.1496375942808858,-0.3568738263891226,-0.3843614708317933,-0.5240840393952197,-0.7060727313354654,-0.563544408430441,-0.5329954865894522,-0.5503072646164747,-0.4137490228810855,-0.3299728567539149,1,1,0.5528681741614337,-0.10530119154153586,1,12
2.736000742300421,3.884541619640877,-0.3299728567539149,-0.2066111664950227,-0.3030259579150817,1.7709151422894056,-0.2031105696460211,-0.1679024456442296,-0.1097399777248606,-0.2813225773439214,-0.1105825062827305,-0.1177708240164904,0.1349116020150805,-0.0932997631780821,-0.0166000007692966,-0.0204503934048227,1.5893001735607228,0.3897147286232986,0.7765540216635543,0.4272890478218239,5.4247762275365,3.861505309104298,-0.3299728567539149,1,1,0.04601292779278183,-5.844123053341628,1,3
-1.1850521466343318,-0.6547782510438955,-0.3299728567539149,-0.9843887555657356,-0.5957119968417911,0.2248632216576806,-0.2351849593964209,-0.17683457118049,-0.379151104854053,-0.2813225773439214,-0.0938196105338835,-0.1177708240164904,-0.1535719163595348,-0.0932997631780821,-0.3218456384576699,-0.4267588779106637,-0.3270736466620386,-0.0976010705229822,-0.5335645777795686,-0.5291051749122068,-0.5503072646164747,-0.4036495291142943,-0.3299728567539149,1,1,0.5546432847196837,-0.37747032176644507,1,0
0.8284614990348655,-0.5156904555633035,-0.3299728567539149,0.1856014638910631,1.8708464139127463,1.3961146766817147,-0.3583797745740927,-0.1806239577716308,0.4718459475064119,-0.2813225773439214,-0.1273454020315774,-0.1177708240164904,-0.2112686200344579,-0.1190542002536495,0.5338429524392455,0.8804945070211725,2.71763242285076,0.4354847208083084,0.5067355458057028,-0.4645260010699316,-0.466361626734811,-0.206610386017094,-0.3299728567539149,1,1,0.6902615302409497,0.746247217330161,1,13
-0.4844435974102543,-0.5409791456506838,-0.3214515045706079,-0.9729927469346628,0.3036190400608298,-0.173362273050491,1.280329956309968,-0.1706091503521873,-0.5095803013213606,-0.2508894785778073,-0.092295710920352,-0.1177708240164904,-0.2296266621128425,-0.1496375942808858,-0.0966644303269027,-0.44265790556524,-0.4345338608801374,-0.4556839505586471,-0.437629119696777,-0.3538855369690699,-0.4750052438988916,-0.4028574119561146,-0.3214515045706079,1,1,0.40312221704728396,-0.5709842901534371,1,0
-1.1850521466343318,-0.6484560785220503,-0.3299728567539149,-0.8951200212889993,-0.6290884749650123,-0.0093870693471262,-0.3532770307501655,-0.1830599920087928,-0.1653327499896146,-0.2813225773439214,0.6071742116906249,-0.1177708240164904,-0.2112686200344579,0.0998585148886736,-0.256793289442115,-0.3931942639732246,-0.3091636109590222,0.0908636031799993,-0.5005867640636089,-0.514166378071584,-0.5476702288715011,-0.4125608471438159,-0.3299728567539149,1,1,0.5354616470723652,0.014921723481536933,1,0
-1.084965211030892,-0.62316738843467,-0.3299728567539149,-0.604521801196645,-0.5656364890824049,0.3888384253610454,-0.2730910563741661,1.122925029580805,-0.2465837248381013,-0.2813225773439214,0.6650823970048234,-0.1177708240164904,0.2975114032807728,1.5984448222232537,0.1685489925826675,-0.0699140349968381,0.2281374601314716,1.030494619213436,-0.4586150011523877,-0.5108985162626979,-0.5438611772398723,-0.3579047632294167,-0.3299728567539149,1,1,0.5665539802388195,-0.6874364018280282,1,0
0.3280268210176674,0.7866770839367844,0.292085852627497,0.4951930317018717,-0.8113753939456821,-0.4778876513567399,-0.4925090408030371,-0.1830599920087928,-0.2807946616164114,0.2594501776539507,-0.1273454020315774,-0.1015944181203242,-0.1797976907572271,-0.0916901108608591,-0.2868174505262172,-0.1935731389768766,-0.2017033967409234,-0.1164475378932803,0.4407799183737836,1.051295040852,0.8537677675962042,-0.0523455694615975,0.292085852627497,0,1,1.3117851383625971,0.5889853745972816,1,9
0.4340012234213093,0.8498988091552353,0.2835645004441899,0.8028852647408351,-0.7945037676416362,-0.4778876513567399,-0.458976724245801,0.0388897940437398,-0.0733908573979061,0.0230084103172187,-0.1273454020315774,0.0278168290490053,-0.1771751133174579,-0.1174445479364265,1.5746805366881254,-0.409093291627801,-0.2196134324439398,-0.2106798747447711,0.1319876626697981,1.840094636530295,0.4762321501074653,-0.275326549489183,0.2835645004441899,1,1,9.158955608563756,0.6014927459287255,1,9
0.3751265554192861,0.47056845784453,-0.3299728567539149,1.1067788282361075,-0.4812783575621753,0.9510391237725816,-0.4341919685295831,-0.1830599920087928,2.648516800026396,0.7019006135613006,-0.1273454020315774,-0.1177708240164904,0.6725399771677729,-0.1496375942808858,0.1085006704144629,-0.1140780007039947,-0.1658833253348905,0.90126170010282,-0.1618146777087511,-0.0910560800543647,0.0884413936104952,1.4293095749135305,-0.3299728567539149,1,1,-0.05999404510271489,-1.9760728586732208,1,9
