calories,total_fat,cholesterol,protein,carbohydrate,fiber,sugars,vitamin_a,vitamin_b6,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,iron,magnesium,potassium,zinc,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,vegetarian,halal
0.9108860342376982,-0.6611004235657405,-0.32997285675391497,-1.0527648073521718,2.5361753294679477,-0.2670623894524138,-0.49250904080303715,-0.1830599920087928,-0.5587585229401815,-0.2813225773439214,-0.12734540203157746,-0.11777082401649043,-0.23224923955261173,-0.14963759428088586,-0.35687382638912263,-0.38436147083179334,-0.5240840393952197,-0.7060727313354654,-0.563544408430441,-0.5329954865894522,-0.5503072646164747,-0.4137490228810855,-0.32997285675391497,1,1
2.736000742300421,3.8845416196408773,-0.32997285675391497,-0.20661116649502279,-0.3030259579150817,1.7709151422894056,-0.20311056964602114,-0.1679024456442296,-0.10973997772486067,-0.2813225773439214,-0.11058250628273053,-0.11777082401649043,0.13491160201508054,-0.0932997631780821,-0.016600000769296613,-0.020450393404822735,1.5893001735607228,0.3897147286232986,0.7765540216635543,0.4272890478218239,5.4247762275365,3.861505309104298,-0.32997285675391497,1,1
-1.1850521466343318,-0.6547782510438955,-0.32997285675391497,-0.9843887555657355,-0.5957119968417911,0.2248632216576806,-0.23518495939642092,-0.17683457118049006,-0.37915110485405307,-0.2813225773439214,-0.09381961053388359,-0.11777082401649043,-0.1535719163595348,-0.0932997631780821,-0.32184563845766995,-0.4267588779106637,-0.32707364666203864,-0.09760107052298224,-0.5335645777795686,-0.5291051749122068,-0.5503072646164747,-0.4036495291142943,-0.32997285675391497,1,1
0.8284614990348655,-0.5156904555633035,-0.32997285675391497,0.18560146389106316,1.8708464139127463,1.3961146766817147,-0.3583797745740927,-0.18062395777163087,0.4718459475064119,-0.2813225773439214,-0.12734540203157746,-0.11777082401649043,-0.2112686200344579,-0.11905420025364952,0.5338429524392455,0.8804945070211725,2.7176324228507602,0.4354847208083084,0.5067355458057028,-0.46452600106993164,-0.466361626734811,-0.20661038601709408,-0.32997285675391497,1,1
-0.4844435974102543,-0.5409791456506838,-0.32145150457060795,-0.9729927469346628,0.3036190400608298,-0.173362273050491,1.280329956309968,-0.17060915035218732,-0.5095803013213606,-0.25088947857780736,-0.09229571092035205,-0.11777082401649043,-0.2296266621128425,-0.14963759428088586,-0.09666443032690274,-0.44265790556524004,-0.4345338608801374,-0.45568395055864713,-0.437629119696777,-0.35388553696906994,-0.4750052438988916,-0.40285741195611463,-0.32145150457060795,1,1
-1.1850521466343318,-0.6484560785220503,-0.32997285675391497,-0.8951200212889993,-0.6290884749650123,-0.009387069347126228,-0.3532770307501655,-0.1830599920087928,-0.16533274998961467,-0.2813225773439214,0.6071742116906249,-0.11777082401649043,-0.2112686200344579,0.09985851488867363,-0.256793289442115,-0.39319426397322466,-0.3091636109590222,0.09086360317999931,-0.5005867640636089,-0.514166378071584,-0.5476702288715011,-0.4125608471438159,-0.32997285675391497,1,1
-1.084965211030892,-0.62316738843467,-0.32997285675391497,-0.604521801196645,-0.5656364890824049,0.38883842536104546,-0.2730910563741661,1.122925029580805,-0.2465837248381013,-0.2813225773439214,0.6650823970048234,-0.11777082401649043,0.29751140328077286,1.5984448222232535,0.16854899258266756,-0.06991403499683813,0.22813746013147165,1.0304946192134359,-0.4586150011523877,-0.5108985162626979,-0.5438611772398723,-0.3579047632294167,-0.32997285675391497,1,1
0.32802682101766745,0.7866770839367844,0.292085852627497,0.4951930317018717,-0.8113753939456821,-0.47788765135673994,-0.49250904080303715,-0.1830599920087928,-0.2807946616164114,0.25945017765395073,-0.12734540203157746,-0.10159441812032423,-0.17979769075722712,-0.09169011086085914,-0.28681745052621727,-0.19357313897687667,-0.2017033967409234,-0.11644753789328038,0.44077991837378366,1.051295040852,0.8537677675962042,-0.05234556946159759,0.292085852627497,0,1
0.43400122342130937,0.8498988091552353,0.28356450044418996,0.8028852647408351,-0.7945037676416362,-0.47788765135673994,-0.45897672424580105,0.038889794043739864,-0.0733908573979061,0.023008410317218765,-0.12734540203157746,0.02781682904900532,-0.1771751133174579,-0.11744454793642656,1.5746805366881254,-0.409093291627801,-0.21961343244393988,-0.21067987474477115,0.1319876626697981,1.840094636530295,0.4762321501074653,-0.275326549489183,0.28356450044418996,1,1
0.3751265554192861,0.47056845784453005,-0.32997285675391497,1.1067788282361075,-0.48127835756217535,0.9510391237725816,-0.4341919685295831,-0.1830599920087928,2.6485168000263957,0.7019006135613006,-0.12734540203157746,-0.11777082401649043,0.6725399771677729,-0.14963759428088586,0.10850067041446296,-0.11407800070399475,-0.1658833253348905,0.9012617001028199,-0.16181467770875116,-0.09105608005436479,0.08844139361049529,1.4293095749135305,-0.32997285675391497,1,1
-1.1850521466343318,-0.6674225960875856,-0.32997285675391497,-1.0774561593861627,-0.5821413409015802,0.24828825075816133,-0.03690691366667694,-0.09834013464971632,-0.5587585229401815,-0.2813225773439214,-0.12734540203157746,-0.11777082401649043,-0.23224923955261173,-0.14963759428088586,-0.36688188008382344,-0.46738972636124776,-0.5778141465042691,-0.714149788779879,-0.5815323068209644,-0.5343959987932606,-0.5526512963897847,-0.41869975511970864,-0.32997285675391497,1,1
0.7224870966312236,-0.6421339060002053,-0.32997285675391497,0.2767695329396448,2.0149887864668776,2.567366131705749,2.832293042187265,7.076863375675392,-0.5587585229401815,-0.2813225773439214,0.6102220109176879,-0.11777082401649043,-0.23224923955261173,-0.14963759428088586,0.5838832209127494,0.7338701408734125,-0.5778141465042691,-0.714149788779879,-0.5815323068209644,-0.5343959987932606,-0.5526512963897847,-0.41869975511970864,-0.32997285675391497,1,1
-1.0319780098290712,-0.6611004235657405,-0.32997285675391497,-1.0670098181410126,-0.33016726979550337,-0.40761256405529783,0.41505039645259234,0.004243973781881102,-0.5266857697105156,-0.2813225773439214,0.10428733922521663,-0.11777082401649043,-0.1771751133174579,-0.13676037574310212,-0.2818134236788669,-0.40379361574294226,-0.5240840393952197,-0.649533329224571,-0.5755363406907898,-0.5322174242540031,-0.5494282527014835,-0.41652143293471444,-0.32997285675391497,1,1
1.063960171042959,-0.21222617451473935,0.334692613544032,0.20459481160951762,1.8404041316684896,-0.47788765135673994,-0.49250904080303715,-0.17196250270616617,-0.4582638961538954,-0.23918444059084049,-0.12734540203157746,-0.11777082401649043,-0.23224923955261173,-0.14963759428088586,-0.23177315520536307,0.013114220532616372,0.0669471388043235,-0.054523430819443594,-0.2517541696613682,-0.32027324407766894,-0.14903832542297227,0.03874790372906785,0.334692613544032,1,1
-0.06643345459588876,0.28090328218917743,0.3858207266438741,0.7648985693039259,-0.804039904248271,-0.47788765135673994,-0.49250904080303715,-0.15599294492921564,-0.5373766874537376,-0.1712952202664323,-0.12734540203157746,-0.05306520043182565,-0.1614396486788425,-0.14641828964643994,0.07347248248301028,-0.3066328911871976,-0.4882639679891868,-0.6306868618542729,-0.374671475329945,0.07560487219883186,0.2531096256855214,0.1714275277241675,0.3858207266438741,0,1
-0.5433182654122776,-0.38292483260455673,0.2665217960775759,0.9890200723816895,-0.8113753939456821,-0.47788765135673994,-0.49250904080303715,-0.16763177517343383,0.5744787578413425,-0.1712952202664323,-0.017624629857306576,-0.11777082401649043,-0.23224923955261173,-0.14963759428088586,-0.30182953106826843,0.32932821499585774,-0.13006325392885756,-0.07606225067121292,0.2279231207525898,-0.3289875422346988,-0.3651287545249862,-0.18700548635214653,0.2665217960775759,0,1
0.5282006922245467,0.3441250074076283,-0.32997285675391497,-0.7925559436093448,0.751083911602917,0.1311631052557579,-0.49250904080303715,-0.17439853694332813,-0.4946130164808499,-0.2625945165647743,-0.12734540203157746,-0.11777082401649043,-0.23224923955261173,-0.14963759428088586,-0.256793289442115,-0.2518695737103234,-0.3987137894741045,-0.5391468774842533,-0.5125786963239579,-0.1520561671535741,0.5386419960718436,0.6459057054738075,-0.32997285675391497,1,1
-1.1615022794335224,-0.6421339060002053,-0.32997285675391497,-0.9910364272671945,-0.5729719787798161,0.1780131634567192,-0.1921761185947485,0.10872277550904892,0.33714038394181567,-0.2813225773439214,1.679999539616829,-0.11777082401649043,0.7066334838847729,0.14814808440536256,-0.30683355791561884,-0.4232257606540911,-0.3091636109590222,-0.0464463733750301,-0.5395605439097431,-0.5200796518209971,-0.5484027388006604,-0.396520474690677,-0.32997285675391497,1,1
-0.46089373020944496,-0.6105230433909798,-0.32997285675391497,0.024158008284199634,0.21926090854060035,-0.47788765135673994,-0.49250904080303715,-0.1830599920087928,-0.39839475679185254,-0.2813225773439214,-0.12734540203157746,-0.11777082401649043,-0.23224923955261173,-0.14963759428088586,-0.21676107466331193,-0.11407800070399475,-0.14797328963187403,0.8635687653622236,-0.16481266077383838,-0.49985003109932064,-0.5183698317051262,-0.3842426587388917,-0.32997285675391497,1,1
-0.319594527004589,-0.08578272407783766,0.317649909177418,0.7459052215854715,-0.7545253487907448,-0.4544626222562592,-0.4108651396202014,-0.1814359691840182,0.3542458523309708,-0.049562825201976204,-0.12734540203157746,0.0763460467375039,-0.1693073809981502,-0.1287121141569873,-0.1667208061898081,-0.24656989782546462,-0.18379336103790694,-0.13260165278210737,0.11399976427927468,-0.10132650288229292,-0.08794699733108084,0.06964047289807615,0.317649909177418,0,1
